Key,Localized_vn,Localized_en,Localized_indo
deco_cay_canh_vang_name,Cây Đơn Vàng,Yellow tree,Pohon Asoka Jambon Kuning
deco_cay_canh_vang_detail_tab,,,
deco_cay_canh_xanh_name,Cây Đơn Xanh,Green tree,Pohon Asoka Jambon Hijau
deco_cay_canh_xanh_detail_tab,,,
deco_cay_phat_tai_name,Thiết Mộc Lan,Lucky tree,Pohon Hanjuang
deco_cay_phat_tai_detail_tab,,,
deco_cay_thong_vang_name,Thông Vàng,Yellow pine,Pohon Cemara Kuning
deco_cay_thong_vang_detail_tab,,,
deco_cay_thong_xanh_name,Thông Xanh,Green pine,Pohon Cemara Hijau
deco_cay_thong_xanh_detail_tab,,,
deco_cay_uon_vang_name,Linh Sam Vàng,Yellow bonsai,Pohon Cemara Douglas Kuning
deco_cay_uon_vang_detail_tab,,,
deco_cay_uon_xanh_name,Linh Sam Xanh,Green bonsai,Pohon Cemara Douglas Hijau
deco_cay_uon_xanh_detail_tab,,,
deco_chau_hoa_cuc_name,Chậu Hoa Cúc,Small flower,Vas bunga krisan
deco_chau_hoa_cuc_detail_tab,,,
deco_chu_lun_name,Chú Lùn,Statue,Kurcaci
deco_chu_lun_detail_tab,,,
deco_coi_xay_gio_name,Cối Xay Gió,Windmill,Kincir angin
deco_coi_xay_gio_detail_tab,,,
deco_co_gai_name,Tượng Thiếu Nữ,Girl statue,Patung gadis
deco_co_gai_detail_tab,,,
dai_phun_nuoc_trang_name,Đài Phun Bạc,Silver Fountain,Menara pemancur perak
dai_phun_nuoc_trang_detail_tab,,,
dai_phun_nuoc_vang_name,Đài Phun Vàng,Golden Fountain,Menara pemancur emas
dai_phun_nuoc_vang_detail_tab,,,
deco_den_go_cao_name,Đèn Gỗ Treo,Lantern,Lampu kayu gantung
deco_den_go_cao_detail_tab,,,
deco_den_go_thap_name,Đèn Vườn Gỗ,Wooden lamp,Lampu kayu taman
deco_den_go_thap_detail_tab,,,
deco_den_sat_cao_name,Đèn Đường,Road light,Lampu jalan
deco_den_sat_cao_detail_tab,,,
deco_den_sat_thap_name,Đèn Vườn,Garden light,Lampu taman
deco_den_sat_thap_detail_tab,,,
deco_hoa_huong_duong_name,Hoa Hướng Dương,Sunflower,Bunga matahari
deco_hoa_huong_duong_detail_tab,,,
deco_may_cay_name,Máy Cày,Tractor,Mesin bajak
deco_may_cay_detail_tab,,,
deco_nha_uong_tra_name,Nhà Uống Trà,Tea house,Rumah minum the
deco_nha_uong_tra_detail_tab,,,
deco_oc_sen_name,Vỏ Ốc,Snail shell,Kulit keong
deco_oc_sen_detail_tab,,,
deco_rom_nho_name,Đụm Rơm Nhỏ,Small haystack,Gundulan jerami kecil
deco_rom_nho_detail_tab,,,
deco_rom_to_name,Đụm Rơm To,Huge haystack,Gundulan jerami besar
deco_rom_to_detail_tab,,,
deco_rom_tron_name,Cuộn Rơm,Hay circle,Gulungan jerami
deco_rom_tron_detail_tab,,,
deco_sieu_oto_name,Xe hơi,Car,mobil
deco_sieu_oto_detail_tab,,,
deco_thien_nga_name,Bình Thiên Nga,Swan statue,Vas angsa
deco_thien_nga_detail_tab,,,
deco_xe_co_rom_name,Xe Kút Kít Rơm,Hay Wheelbarrow,kerobak jerami
deco_xe_co_rom_detail_tab,,,
deco_xe_dap_hong_name,Xe Đạp Hồng,Pink bicycle,sepeda pink
deco_xe_dap_hong_detail_tab,,,
deco_xe_dap_xanh_name,Xe Đạp Xanh,Green bicycle,sepeda hijau
deco_xe_dap_xanh_detail_tab,,,
deco_xe_kutkit_name,Xe kút kít,Wheelbarrow,gerobak
deco_xe_kutkit_detail_tab,,,
xich_du_name,Xích Đu Trắng,White swing,ayunan putih
xich_du_detail_tab,,,
deco_hang_rao_cay_name,Hàng Rào Cây,Plant fence,pagar pohon
deco_hang_rao_cay_detail_tab,,,
deco_duong_da_name,Đường Đá,Rock path,jalan batu
deco_duong_da_detail_tab,,,
deco_duong_gach_name,Gạch Nung,Brick path,Batu bata
deco_duong_gach_detail_tab,,,
deco_duong_gach_vien_xanh_name,Đá Hoa Cương,Marble path,batu granit
deco_duong_gach_vien_xanh_detail_tab,,,
deco_hang_rao_cam_name,Hàng Rào Thu,Autumn fence,pagar musim gugur
deco_hang_rao_cam_detail_tab,,,
deco_hang_rao_cay_name,Hàng Rào Cây,Plant fence,pagar pohon
deco_hang_rao_cay_detail_tab,,,
deco_hang_rao_cay_hoa_name,Hàng Rào Hoa,Flower fence,pagar bunga
deco_hang_rao_cay_hoa_detail_tab,,,
deco_hang_rao_go_name,Hàng Rào Gỗ,Wooden fence,pagar kayu
deco_hang_rao_go_detail_tab,,,
deco_hang_rao_go_trang_name,Hàng Rào Trắng,White fence,pagar putih
deco_hang_rao_go_trang_detail_tab,,,
deco_hang_rao_hoa_hong_name,Hàng Rào Hồng,Pink fence,pagar pink
deco_hang_rao_hoa_hong_detail_tab,,,
deco_hang_rao_lam_name,Hàng Rào Đông,Winter fence,pagar musim dingin
deco_hang_rao_lam_detail_tab,,,
deco_hang_rao_vang_name,Hàng Rào Hạ,Summer fence,pagar musim panas
deco_hang_rao_vang_detail_tab,,,
deco_hang_rao_xanh_name,Hàng Rào Xuân,Spring fence,pagar musim Semi
deco_hang_rao_xanh_detail_tab,,,
deco_tuong_gach_name,Tường Gạch,Brick wall,Dinding baru bata
deco_tuong_gach_detail_tab,,,
ho_canh_nho_name,Hồ Cá 1,Small fish pond,kolam ikan 1
ho_canh_nho_detail_tab,,,
ho_canh_name,Hồ Cá 2,Large fish pond,kolam ikan 2
ho_canh_detail_tab,,,
ho_canh_to_name,Hồ Cá 3,Famous fish pond,kolam ikan 3
ho_canh_to_detail_tab,,,
bep_nuong_thit_name,Bếp Nướng,Grill BBQ,oven
bep_nuong_thit_detail_tab,,,
ghe_bang_go_nau_name,Ghế Gỗ,Wooden chair,kursi kayu
ghe_bang_go_nau_detail_tab,,,
ghe_bang_go_trang_name,Ghế Trắng,White chair,kursi putih
ghe_bang_go_trang_detail_tab,,,
ghe_bang_co_hoa_name,Ghế Kiểu,Fashion chair,kursi gaya
ghe_bang_co_hoa_detail_tab,,,
hoa_dia_lan_do_name,Địa Lan Đỏ,Red orchid,Anggrek merah
hoa_dia_lan_do_detail_tab,,,
hoa_dia_lan_vang_name,Địa Lan Vàng,Yellow orchid,Anggrek kuning
hoa_dia_lan_vang_detail_tab,,,
hoa_tulip_do_name,Hoa Tulip Đỏ,Red tulip,bunga Tulip merah
hoa_tulip_do_detail_tab,,,
hoa_tulip_tim_name,Hoa Tulip Tím,Pink tulip,bunga tulip ungu
hoa_tulip_tim_detail_tab,,,
deco_thung_go_name,Thùng gỗ,Large wooden box,barel kayu
deco_thung_go_detail_tab,,,
deco_thung_go_nhom_name,Thùng gỗ nhóm,Wooden boxes,barel kayu dan aluminium
deco_thung_go_nhom_detail_tab,,,
deco_nha_uong_tra_2_name,Nhà uống trà 2,Large tea house,rumah minum the 2
deco_nha_uong_tra_2_detail_tab,,,
deco_noel_bo_keo_name,Bó kẹo,Candy crush,permen
deco_noel_bo_keo_detail_tab,,,
deco_noel_cay_nhap_nhanh_name,Cây tuyết,Snow tree,pohon salju
deco_noel_cay_nhap_nhanh_detail_tab,,,
deco_noel_cay_thong_trang_tri_name,Cây thông noel,Christmas tree,pohon natal
deco_noel_cay_thong_trang_tri_detail_tab,,,
deco_noel_chu_noel_name,Chữ Noel,Noel letters,huruf Natal
deco_noel_chu_noel_detail_tab,,,
deco_noel_chu_x_mas_name,Chữ Xmas,Xmas letters,huruf Xmas
deco_noel_chu_x_mas_detail_tab,,,
deco_noel_den_vuon_keo_noel_name,Đèn kẹo,Candy light,lampu permen
deco_noel_den_vuon_keo_noel_detail_tab,,,
deco_noel_hang_rao_giang_sinh_name,Hàng rào noel,Xmas fence,pagar natal
deco_noel_hang_rao_giang_sinh_detail_tab,,,
deco_noel_hoa_trang_nguyen_name,Hoa trạng nguyên,PhD flower,bunga kastuba
deco_noel_hoa_trang_nguyen_detail_tab,,,
deco_noel_qua_noel_name,Gói quà noel,Xmas gift,kado natal
deco_noel_qua_noel_detail_tab,,,
deco_noel_nen_noel_name,Đèn cầy,Merry light,lampu minyak
deco_noel_nen_noel_detail_tab,,,
deco_noel_nguoi_tuyet_xanh_name,Người tuyết 1,Snowman,boneka salju 1
deco_noel_nguoi_tuyet_xanh_detail_tab,,,
deco_noel_nguoi_tuyet_do_name,Người tuyết 2,Large snowman,boneka salju 2
deco_noel_nguoi_tuyet_do_detail_tab,,,
deco_noel_tuong_noel_nam_name,Tượng noel,Xmas statue,patung natal
deco_noel_tuong_noel_nam_detail_tab,,,
deco_noel_tuong_noel_nu_name,Công chúa tuyết,Snow princess,Putri salju
deco_noel_tuong_noel_nu_detail_tab,,,
deco_noel_xe_truot_tuyet_name,Xe trượt, ice resurfacer,kereta salju
deco_noel_xe_truot_tuyet_detail_tab,,,
deco_noel_qua_noel_xanh_name,Quà xanh,Green gift box,kado hijau
deco_noel_qua_noel_xanh_detail_tab,,,
deco_noel_qua_noel_hong_name,Quà hồng,Pink gift box,kado pink
deco_noel_qua_noel_hong_detail_tab,,,
deco_noel_qua_noel_do_name,Quà đỏ,Red gift box,kado merah
deco_noel_qua_noel_do_detail_tab,,,
deco_noel_bong_do_name,Bóng đỏ,Red ball,balon merah
deco_noel_bong_do_detail_tab,,,
deco_noel_bong_xanh_name,Bóng xanh,Green ball,balon hijau
deco_noel_bong_xanh_detail_tab,,,
deco_noel_bong_nhieu_mau_name,Bóng nhiều màu,Multi colored ball,balon banyak warna
deco_noel_bong_nhieu_mau_detail_tab,,,
deco_tet_phao_name,Dây pháo,fire cracker,fire cracker
deco_tet_phao_detail_tab,,,
deco_tet_tuong_than_tai_name,Tượng Thần Tài,Wealth God,Wealth God
deco_tet_tuong_than_tai_detail_tab,,,
deco_tet_lan_tet_name,Con Lân,Unicorn,Unicorn
deco_tet_lan_tet_detail_tab,,,
deco_tet_banh_chung_name,Bánh chưng,Square cake,Square cake
deco_tet_banh_chung_detail_tab,,,
deco_tet_dua_hau_tet_name,Dưa hấu vuông,Square melon,Square melon
deco_tet_dua_hau_tet_detail_tab,,,
deco_tet_hoa_cat_tuong_name,Hoa cát tường,Good fortune flower,Good fortune flower
deco_tet_hoa_cat_tuong_detail_tab,,,
deco_tet_hoa_chuong_name,Hoa chuông,Bell flower,Bell flower
deco_tet_hoa_chuong_detail_tab,,,
deco_tet_hoa_hong_name,Hoa hồng,Roses,Roses
deco_tet_hoa_hong_detail_tab,,,
deco_tet_hoa_hue_tu_phuong_name,Huệ Tứ Phương,Sky flower,Sky flower
deco_tet_hoa_hue_tu_phuong_detail_tab,,,
deco_tet_hoa_ly_name,Hoa ly,Healing flower,Healing flower
deco_tet_hoa_ly_detail_tab,,,
deco_tet_meo_than_tai_do_name,Mèo thần tài đỏ,Red Wealth Cat,Red Wealth Cat
deco_tet_meo_than_tai_do_detail_tab,,,
deco_tet_meo_than_tai_xanh_name,Mèo thần tài xanh,Green Wealth Cat,Green Wealth Cat
deco_tet_meo_than_tai_xanh_detail_tab,,,
deco_tet_tuong_ngua_name,Tượng Giáp Ngọ,Handsome Horse statue,Handsome Horse statue
deco_tet_tuong_ngua_detail_tab,,,
deco_tet_cay_mai_name,Cây mai,Yellow Beauty,Yellow Beauty
deco_tet_cay_mai_detail_tab,,,
deco_tet_cay_dao_name,Cây đào,Red Beauty,Red Beauty
deco_tet_cay_dao_detail_tab,,,
deco_tet_hang_rao_tet_name,Hàng rào đèn lồng,Latern fence,Latern fence
deco_tet_hang_rao_tet_detail_tab,,,
deco_tet_cay_quat_name,Cây quất,Kumquat tree,Kumquat tree
deco_tet_cay_quat_detail_tab,,,
deco_tet_bong_do_tet_name,Bóng đỏ,Red balloon,Red balloon
deco_tet_bong_do_tet_detail_tab,,,
deco_tet_bong_vang_tet_name,Bóng vàng,Yellow balloon,Yellow balloon
deco_tet_bong_vang_tet_detail_tab,,,
deco_tet_bong_xanh_la_tet_name,Bóng xanh lá,Green balloon,Green balloon
deco_tet_bong_xanh_la_tet_detail_tab,,,
deco_tet_bong_xanh_tet_name,Bóng xanh biển,Blue balloon,Blue balloon
deco_tet_bong_xanh_tet_detail_tab,,,
deco_tet_thoi_vang_name,Thỏi vàng,Golden Bar,Golden Bar
deco_tet_thoi_vang_detail_tab,,,
text_not_place_pet_full_house,Chuồng không còn chỗ trống,Not enough space in pen,kandang sudah penuh
text_not_place_pet_other_house,Hãy đặt vào chuồng tương ứng của thú,Animal needs a different pen,tempatkan pada kandang yang sesuai
text_not_place_pet_not_house,Hãy mua chuồng cho thú nuôi trước nhé,Buy a pen for this animal first,beli kandang dulu yah
text_time_boat_departure,Thời gian tàu rời bến,Time for plane to depart,waktu kapal berangkat
text_time_boat_arrive,Thời gian tàu cập bến,Time for plane to arrive,waktu kapal berlabuh
text_bonus_finish_order,Hoàn thành đơn hàng:,Finish order:,pesanan selesai
text_help_order_boat,Nhờ giúp đỡ,Ask for help,minta bantuan
text_get_now_order_boat,Tàu đến ngay,Get plane now,kapal segera datang
text_info_next_order_boat,Đơn hàng sắp tới:,Next orders:,pesanan mendatang
text_title_gui_order_boat,ĐƠN HÀNG TÀU,PLANE ORDER,pesanan kapal
text_unlock_dock_boat,"Bến cảng dùng để thực hiện bán hàng hóa,\n được mở tại cấp","Plane dock to sell more crops,\n unlock at level","dermaga untuk berdagang,\n dibuka pada tingkat"
text_not_enough_money_repair_dock,Bạn không đủ tiền để sửa chữa bến cảng !,Not enough gold to repair Plane Dock !,Uang tidak cukup untuk reparasi dermaga
text_confirm_money_do_repair_dock,Bạn muốn sửa chữa bến cảng ?,Do you want to repair the Plane Dock ?,Anda ingin mereparasi dermaga
text_confirm_money_do_repair_mine,Bạn muốn sửa chữa mỏ ?,Do you want to repair Old Mine ?,Anda ingin memperbaiki tambang
dock_boat_name,Bến cảng,Plane Dock,pelabuhan
text_move_plane_now_no_order,Bạn muốn hủy chuyến hàng này không ?\n Tàu bay sẽ trở lại sau với các đơn hàng khác.,Do you want to cancel this plane shipment ?\n The Plane will be back with different order.,Anda ingin membatalkan transaksi ini?\n pesawat akan kembali nanti dengan pesanan lain
text_finished_order_boat,Đã được hoàn thành,Order finished,terlaksana
text_notice_title,Thông báo,Information,pengumuman
text_btn_receive_bonus,Nhận,Get reward,terima
text_no_notice,Không có thông báo nào!,There is no new information!,tidak ada berita!
download_image_error_txt,Không tải ảnh được!,Could not load contents!,Tidak bisa mendownload foto
downloading_image_txt,Đang tải ảnh...,Content loading...,sedang mendownload foto
text_expand_header,Mở rộng đất,Expand land,memperluas tanah
text_need_link_other_land,Phải gần vùng đất đã mở rộng!,Need to expand adjacient land first!,harus dekat tanah yang sudah diperluas
text_need_level_expand_land,Chức năng mở rộng đất cần level 22!,Expand land requires level 22!,Fungsi perluasan dibolehkan pada level 22
text_expand_title,Mở rộng đất,Expand land,memperluas tanah
text_discount_header,GIÁ TỐT MỖI NGÀY,Good price every day,harga baik setiap hari
text_discount_description,Khuyến mãi giảm @PERCENT@%\n,Sale @PERCENT@%\n,diskon @Persen@%\n hari ini
text_btn_get_deal,Đồng ý,Agree,setuju
text_discription_pop_deal,Bạn đồng ý mua món hàng này không?,Do you agree to buy this item?,Anda ingin beli barang ini?
text_bought_deal,Hãy đợi gói khuyến mãi tiếp theo\nbạn nhé!,Please wait for next deal.\nDear farmer!,Tunggu paket diskon besok yah
text_need_gold_expand,(Thiếu 5000),(Missing 5000),(kurang 5000)
title_leve_up,LÊN CẤP,LEVEL UP,naik level
text_time_remain,Thời gian còn lại:,Time remains:,waktu sisa:
text_detail_reindeer_full,Các bạn Tuần lộc đã no rùi. Tuần lộc đi chơi Noel một lúc nha.,Các bạn Tuần lộc đã no rùi. Tuần lộc đi chơi Noel một lúc nha.,Rusa kutub sudah kenyang. Rusa kutub ingin main sebentar yah
text_time_next_feed_reindeer,Thời gian cho đợt tiếp theo:,Thời gian cho đợt tiếp theo:,waktu untuk gelombang berikutnya
text_title_exchange_candy_to_gift,ĐỔI KẸO LẤY QUÀ,ĐỔI KẸO LẤY QUÀ,Tukar permen dengan kado
text_num_candy,Tổng số kẹo:,Tổng số kẹo:,jumlah permen
text_intro_feed_reindeer,Bạn hãy quay máy Thực đơn để chọn thức ăn cho Tuần lộc nhé!,Bạn hãy quay máy Thực đơn để chọn thức ăn cho Tuần lộc nhé!,Putarkan mesin Menu untuk memilih makanan untuk rusa kutub yah
text_good_meal_reindeer,Chúc ăn ngon,Chúc ăn ngon,selamat makan
text_reselect_food_reindeer,Đổi món ăn,Đổi món ăn,tukar makanan
text_push_button,NHẤN,NHẤN,tekan
text_select_food_reindeer,Chọn món,Chọn món,pilih makanan
text_time_remain_select_food_reindeer_next,Thời gian chọn món ăn sắp tới còn:,Thời gian chọn món ăn sắp tới còn:,Waktu pilih makanan berikutnya tinggal:
text_time_remain_feed_reindeer,Thời gian ăn còn lại:,Thời gian ăn còn lại:,Waktu makan sisanya:
text_time_remain_feed_reindeer_next,Thời gian ăn sắp tới còn:,Thời gian ăn sắp tới còn:,Waktu makan berikutnya tinggal
text_not_enought_candy_reindeer,Không đủ kẹo rùi,Không đủ kẹo rùi,tidak cukup permen
text_info_status_reindeer,Độ no,Độ no,taraf kekenyangan
text_title_ranking_gui,BẢNG XẾP HẠNG,BẢNG XẾP HẠNG,daftar peringkat
text_title_guide,HƯỚNG DẪN,HƯỚNG DẪN,instruksi
text_btn_exchange_gift,Đổi quà,Đổi quà,tukar kado
text_title_info_lager,THÔNG BÁO,THÔNG BÁO,pengumuman
text_Reindeer_talk_1,Ăn ăn,Ăn ăn,makan ayo
text_Reindeer_talk_2,Em đói,Em đói,saya lapar
text_Reindeer_talk_3,T.T,T.T,T.T
text_quote_eat_reindeer_1,No quá,No quá,Kenyang amat
text_quote_eat_reindeer_2,Ngon lém,Ngon lém,enak sekali
text_quote_eat_reindeer_3,Đua tốp nè,Đua tốp nè,lomba masuk top
text_quote_eat_reindeer_4,La la ...,La la ...,la la...
text_quote_eat_reindeer_5,Nữa nha,Nữa nha,lagi yah
text_quote_eat_reindeer_6,Măm măm ...,Măm măm ...,nyam nyam...
text_tet_horse_talk_1,Đổi lì xì,Đổi lì xì,Đổi lì xì
text_tet_horse_talk_2,Nhận nhiều quà,Nhận nhiều quà,Nhận nhiều quà
text_tet_horse_talk_3,Phát Tài,Phát Tài,Phát Tài
text_tet_horse_talk_4,Phát Lộc,Phát Lộc,Phát Lộc
text_tet_horse_talk_5,Vạn sự như ý,Vạn sự như ý,Vạn sự như ý
text_tet_horse_talk_6,Lì xì lấy hên,Lì xì lấy hên,Lì xì lấy hên
text_tet_horse_talk_7,Mừng xuân mới,Mừng xuân mới,Mừng xuân mới
text_warning_time__back_reindeer,Tuần lộc sẽ quay lại sau:,Tuần lộc sẽ quay lại sau:,nanti rusa kutub akan kembali
text_warning_time_eat_reindeer,Tuần lộc sẽ ăn sau:,Tuần lộc sẽ ăn sau:,nanti rusa kutub akan makan
text_warning_time_finish_eat_reindeer,Tuần lộc sẽ kết thúc thời gian ăn sau:,Tuần lộc sẽ kết thúc thời gian ăn sau:,waktu rusa kutub makan akan berakhir setelah:
text_warning_time_exchange_candy_reindeer,Thời gian đổi quà còn:,Thời gian đổi quà còn:,Waktu tukar kado tingga:
text_warning_finish_event_noel,"Thời gian cho tuần lộc ăn đã hết, bạn đổi quà đi nha!","Thời gian cho tuần lộc ăn đã hết, bạn đổi quà đi nha!","Th?i gian cho tu?n l?c ăn đ? h?t, b?n đ?i quà đi nha!"
text_finish_event_noel,Sự kiện Noel-2013 đã kết thúc. Hẹn gặp lại mùa Noel năm sau nha!,Sự kiện Noel-2013 đã kết thúc. Hẹn gặp lại mùa Noel năm sau nha!,S? ki?n Noel-2013 đ? k?t thúc. H?n g?p l?i mùa Noel năm sau nha!
text_bag_gift_1,Túi quà nhỏ,Túi quà nhỏ,kantong kado kecil
text_bag_gift_2,Giỏ quà,Giỏ quà,buket kado
text_bag_gift_3,Giỏ quà lớn,Giỏ quà lớn,buket kado besar
text_title_reiceive_gift,BẢNG NHẬN QUÀ,Congratulations!,Papan penerimaan kado
text_detail_receive_gift,Bạn nhận được:,You received :,Anda mendapat:
text_detail_chance_receive_gift,Bạn có cơ hội nhận được các món quà sau,You have a chance to get the following:,Anda berkesempatan mendapat kado-kado:
text_title_chance_receive_gift,THÔNG TIN,Information,informasi
text_text__detail_guide_noel,Hướng dẫn tham gia sự kiện Tuần lộc tham ăn,Hướng dẫn tham gia sự kiện Tuần lộc tham ăn,Instruksi ikut event Rusa kutub rakus
text_title_exchange_lixi_horse_2014,ĐỔI BAO LÌ XÌ,ĐỔI BAO LÌ XÌ,ĐỔI BAO LÌ XÌ
text_title_select_lixi_horse_2014,HÁI LỘC ĐẦU NĂM,HÁI LỘC ĐẦU NĂM,HÁI LỘC ĐẦU NĂM
text_btn_exchange_lixi,Đổi lì xì,Đổi lì xì,Đổi lì xì
text_btn_exchange_now,Đổi ngay,Đổi ngay,Đổi ngay
text_detail_select_lixi_horse_2014,"Hãy chọn cho mình 1 hộp quà, các phần thưởng hấp dẫn đang chờ bạn!","Hãy chọn cho mình 1 hộp quà, các phần thưởng hấp dẫn đang chờ bạn!","Hãy chọn cho mình 1 hộp quà, các phần thưởng hấp dẫn đang chờ bạn!"
text_tip_select_lixi_horse_2014,"Lưu ý: Móng ngựa rơi ra khi thu hoạch cây, vật phẩm sản xuất, hoàn thành các đơn hàng.","Lưu ý: Móng ngựa rơi ra khi thu hoạch cây, vật phẩm sản xuất, hoàn thành các đơn hàng.","Lưu ý: Móng ngựa rơi ra khi thu hoạch cây, vật phẩm sản xuất, hoàn thành các đơn hàng."
text_guide_1_event_horse_2014,Bước 1: Thu hoạch- hoàn thành đơn hàng xe và tàu để thu thập những chiếc móng ngựa may mắn!,Bước 1: Thu hoạch- hoàn thành đơn hàng xe và tàu để thu thập những chiếc móng ngựa may mắn!,Bước 1: Thu hoạch- hoàn thành đơn hàng xe và tàu để thu thập những chiếc móng ngựa may mắn!
text_guide_2_event_horse_2014,Bước 2: Đổi bao lì xì!,Bước 2: Đổi bao lì xì!,Bước 2: Đổi bao lì xì!
text_guide_3_event_horse_2014,Bước 3: Chọn hộp quà ưng ý!,Bước 3: Chọn hộp quà ưng ý!,Bước 3: Chọn hộp quà ưng ý!
text_guide_4_event_horse_2014,Bước 4: Nhận quà,Bước 4: Nhận quà,Bước 4: Nhận quà
text_title_guide_event_horse_2014,HƯỚNG DẪN SỰ KIỆN TẾT,HƯỚNG DẪN SỰ KIỆN TẾT,HƯỚNG DẪN SỰ KIỆN TẾT
text_luck_box_rubi_to_open,Để mở hòm quà,To open the chest,To open the chest
text_title_spin_car,VÒNG QUAY MAY MẮN,LUCKY DRAW,LUCKY DRAW
text_btn_respin_spin_car,Để quay tiếp,To spin again,To spin again
text_respin_spin_car,Quay tiếp,Spin again,Spin again
text_quote_npc_pipi_hire,Chào tình iu nha. Bạn muốn thuê tớ phải không ?,"Hello love, do you want to hire me ^^ ?","Halo cinta, apakah kamu ingin mempekerjakan aku?"
text_sleep_waiting_pipi_hire,"zzz...tớ mệt quá, tớ phải nghỉ chút đã đây, mệt quá bạn ah... hic hic",zzz...I am so tired I need a bit rest hix hix,"Zzz�aku sangat lelah, aku butuh sedikit istirahat hix hix"
text_time_waitting_pipi_hire,Thời gian sắp tới:,Time to next finding:,Waktu untuk pencarian berikutnya :
text_time_expire_pipi_hire,Thời gian thuê còn:,Hiring time:,Waktu perekrutan :
text_intro_pipi_hire_box_npc,"Hân hạnh được làm quen với tình iu, khi nào có nhiều đồ cần mua hãy gọi tớ nhé. Chỉ cần chạm vào khay hàng là tớ tới lun thui.hihi","So glad to meet you love, if you want to find items, just call me by tapping the basket. hih","Senang bertemu denganmu, cinta. Jika kamu ingin mencari item, panggil saja aku dengan menekan keranjang. Hihi."
text_btn_not_hire,"Không, cám ơn.","No, thanks.","Tidak, terima kasih."
text_quote_select_item_buy_pipi,"Vui quá, có hàng rùi. Bạn muốn chọn món nào ?","Yay, I found the items. What of these do you like ?","Hore, aku menemukan itemnya. Apa ini yang kamu sukai?"
text_btn_find_item_pipi,Bắt đầu tìm,Start finding,Mulai mencari
text_title_find_item_pipi,BẠN MUỐN TÌM GÌ ?,FINDING TARGET,Mencari target
text_unlock_pipi,Pipi sẽ ghé thăm nhà bạn tại cấp,Pipi will arrive at level,Pipi akan tiba pada level
deco_spin_chu_lun_name,Chú lùn,Statue,Patung
deco_spin_chu_lun_detail_tab,,,
deco_spin_tuong_gom_nam_name,Tượng gốmm nam,Boy statue,Patung anak laki-laki
deco_spin_tuong_gom_nam_detail_tab,,,
deco_spin_tuong_gom_nu_name,Tượng gốm nữ,Girl statue,Patung anak perempuan
deco_spin_tuong_gom_nu_detail_tab,,,
deco_spin_xe_dap_hong_name,Xe đạp hồng,Pink bicycle,Sepeda pink
deco_spin_xe_dap_hong_detail_tab,,,
deco_spin_xe_dap_xanh_name,Xe đạp xanh,Green bicycle,Sepeda hijau
deco_spin_xe_dap_xanh_detail_tab,,,
title_gui_pay_rubi_receive_gift,NẠP RUBI NHẬN QUÀ MÊ LY,GET RUBY GET MORE GIFTS,Dapatkan Ruby dan lebih banyak hadiah
text_note_gui_pay_rubi_receive_gift,Lưu ý: Không tính Rubi khuyến mại,Notice: only Top up rubies count,Catatan : hanya Ruby hasil top-up yang dihitung
text_payed_rubi,Tổng đã nạp:,Total top up rubies:,Total Top-up Ruby :
text_intro_pay_rubi,Nạp Rubi và nhận ngay những phần quà hấp dẫn. Chạm vào gói quà để biết phần quà bạn nhé!,Top up rubies and receive these free gifts. Touch the gift box to see the gifts!,Top-up Ruby dan dapatkan hadiah-hadiah gratis ini. Pilih Gift Box untuk melihat hadiah-hadiah tersebut!
text_received_gift_pay_rubi,ĐÃ NHẬN,RECEIVED,Diterima
text_btn_tab_friend,BẠN BÈ,FRIENDS,Teman
text_btn_tab_following,THEO DÕI,FOLLOWING,Mengikuti
text_follow_friend,Đã đánh dấu và hiện tên trong danh sách bạn.,Farm followed and appears in friendlist,Farm diikuti dan tampil di daftar
text_defollow_friend,Đã hủy đánh dấu với nhà hiện tại.,Farm removed from follow list.,Farm dihapus dari daftar yang diikuti
text_max_follow_friend,Không thể đánh dấu nhà này.\nSố người đánh dấu đã đủ.,Unable to follow this Farm.\nMaximum following reached.,Tidak bisa mengikuti Farm ini.\nTelah mencapai jumlah maksimal.
text_guide_follow_friend,Danh sách những người bạn đang theo dõi bạn ở đây nha!,Your following list appears here,Daftar farm yang diikuti tampil disini
text_title_order_neighbor,BẢNG ĐƠN HÀNG,ORDER BOARD,Papan Pemesanan
text_title_exchange_payment_card,NẠP THẺ,CARD TOP UP,Top-up melalui Kartu
text_title_exchange_payment_sms,NẠP TIN NHẮN,SMS TOP UP,Top-up melalui SMS
text_title_exchange_payment_atm,NẠP THẺ ATM,ATM TOP UP,Top-up melalui ATM
text_btn_cancel_send_card,Quay lại,Back,Kembali
text_btn_send_card,Nạp thẻ,Top up,Top-up
text_code_card_pay,Mã số thẻ,Card number,Nomor kartu
text_number_card_pay,Số seri,Card seri number,Nomor seri kartu
text_info_pay_rubi_success,NẠP RUBY THÀNH CÔNG,TOP UP RUBY SUCCESS,Top-up Ruby berhasil
text_info_pay_gold_success,NẠP GOLD THÀNH CÔNG,TOP UP GOLD SUCCESS,Top-up Gold berhasil
text_not_enough_money_repair_fishing_dock,Bạn không đủ tiền sửa chữa bến tàu cá !,Not enough gold to repair submarine dock!,Tidak cukup Gold untuk memperbaiki dermaga!
text_confirm_money_do_repair_fishing_dock,Bạn muốn sửa chữa bến tàu cá?,Do you want to repair submarine dock?,Apakah kamu ingin memperbaiki dermaga?
